programm_id,nische,brand_haendler,url_programm,netzwerk,zielmarkt,provision,provision_datenqualitaet,cookie_dauer,cookie_datenqualitaet,aov_bekannt,social_media_erlaubt,instagram_erlaubt,deep_links,produktfeed_api,internationale_lieferung,besonderheiten,quelle_url,pruefdatum,quelle_datei
P-B049,Foto/Audio/Musik,Calumet Photo (DE),UNKNOWN,Awin,"DE, AT",3–5 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,Programm seit 2015.,https://www.affiliate-marketing.de/partnerprogramme/calumetphoto.de,2026-09-26,quellen/raw_programs_B.csv
P-B050,Foto/Audio/Musik,Sony (Store),UNKNOWN,"Awin (DE, GB u.a.); CJ","DE, UK, weitere EU",3 % (Awin DE/GB; CJ),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,500 EUR (Verzeichnis),UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,SEM nicht erlaubt lt. Verzeichnis.,https://www.affiliate-marketing.de/partnerprogramme/sony.de,2026-09-26,quellen/raw_programs_B.csv
P-B051,Foto/Audio/Musik,Canon EMEA (DE),UNKNOWN,CJ,DE,2 % (bis 3 % kategorieabhängig),THIRD-PARTY ESTIMATE,30 Tage,THIRD-PARTY ESTIMATE,über 200 EUR (Verzeichnis),UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; CJ bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/canon.de,2026-09-26,quellen/raw_programs_B.csv
P-B052,Foto/Audio/Musik,Teufel (DE),https://teufel.de/partnerprogramme,Rakuten Advertising,"DE, AT, CH, Benelux, FR, ES, IT, Skandinavien, Osteuropa, US (30+ Regionen)","bis 8 % vom Netto-Warenkorb, anteilig nach Werbeleistung (Multi-Touch-Attribution)",VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Ja, 30+ Regionen",Bestätigung erst nach Ablauf der 8-wöchigen Rückgabefrist; Multi-Touch = Provision wird unter beteiligten Partnern geteilt.,https://teufel.de/partnerprogramme,2026-09-26,quellen/raw_programs_B.csv
P-B053,Foto/Audio/Musik,Sennheiser,UNKNOWN,UNKNOWN (Direktnetzwerk nicht gelistet); Subnetze,"US, CA, AU (DE unklar)","3,5–7 % kategorieabhängig (Programmbeschreibung); Subnetze 3,15–4,6 %",THIRD-PARTY ESTIMATE,60 Tage (Programmbeschreibung im Verzeichnis),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dedizierter Affiliate-Manager lt. Beschreibung.,https://www.affiliate-marketing.de/partnerprogramme/sennheiser.com,2026-09-26,quellen/raw_programs_B.csv
P-B054,Foto/Audio/Musik,Bang & Olufsen (DE),UNKNOWN,CJ,DE,5 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; CJ bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/bang-olufsen.com,2026-09-26,quellen/raw_programs_B.csv
P-B055,Foto/Audio/Musik,Sonos,UNKNOWN,UNKNOWN (Verzeichnis: nur SaleGains),"DE, UK, US u.a.",Sekundärquellen 3–5 % (widersprüchlich),THIRD-PARTY ESTIMATE,1–30 Tage (widersprüchlich),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/sonos.com ; https://getlasso.co/affiliate/sonos-europe/,2026-09-26,quellen/raw_programs_B.csv
P-B056,Foto/Audio/Musik,Bose (US),UNKNOWN,Impact (lt. Sekundärquellen),US,2–5 % (Sekundärquellen),THIRD-PARTY ESTIMATE,30 Tage (Sekundärquelle),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Bose ist bei B&H als 8-%-Featured-Brand gelistet (Alternative).,https://getlasso.co/affiliate/bose/,2026-09-26,quellen/raw_programs_B.csv
P-B057,Foto/Audio/Musik,Sweetwater (US),UNKNOWN,"Impact (lt. Verzeichnis, Stand 07/2025); ältere Quellen: AvantLink",US,Sekundärquellen: 3–8 % bzw. 4–6 %,THIRD-PARTY ESTIMATE,14 Tage (Sekundärquellen),THIRD-PARTY ESTIMATE,Sekundärquelle: Bestellungen 200–1.000+ USD,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Netzwerkangaben widersprüchlich.,https://www.affiliate-marketing.de/partnerprogramme/sweetwater.com ; https://commissiondex.com/programs/sweetwater/,2026-09-26,quellen/raw_programs_B.csv
P-B058,Foto/Audio/Musik,Guitar Center (US),UNKNOWN,Impact,US,4–6 % (Erhöhung 2025 lt. Sekundärquellen),THIRD-PARTY ESTIMATE,30 Tage (ältere Angaben 14 Tage),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/guitarcenter.com ; https://linkclicky.com/affiliate-program/guitar-center/,2026-09-26,quellen/raw_programs_B.csv
P-B059,Foto/Audio/Musik,Musician's Friend (US),UNKNOWN,Impact,US,Nicht öffentlich,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Verzeichnis-Listing Stand 2020 (alt).,https://www.affiliate-marketing.de/partnerprogramme/musiciansfriend.com,2026-09-26,quellen/raw_programs_B.csv
P-B060,Foto/Audio/Musik,Native Instruments,UNKNOWN,UNKNOWN (Direktnetzwerk nicht gelistet); SaleGains,Weltweit (190+ Territorien),"4,5 % (Subnetz SaleGains)",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Digitale Produkte weltweit,Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/native-instruments.com,2026-09-26,quellen/raw_programs_B.csv
P-B061,Küche,KitchenAid (DE),UNKNOWN,Awin,DE,7 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/kitchenaid.de,2026-09-26,quellen/raw_programs_B.csv
P-B062,Küche,"KitchenAid (US, ShopKitchenAid.com)",UNKNOWN,CJ (Small Appliances); Rakuten (Major Appliances),US,CJ 5 %; Rakuten nicht öffentlich,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; CJ bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,FlexOffers-Subnetz nennt 9 % (widerspricht CJ-Rate).,https://www.affiliate-marketing.de/partnerprogramme/kitchenaid.de,2026-09-26,quellen/raw_programs_B.csv
P-B063,Küche,SharkNinja / Ninja (DE),UNKNOWN,Awin (DE/AT); ADCocktail,"DE, AT",Awin 5 %; ADCocktail 4 %,THIRD-PARTY ESTIMATE,30 Tage,THIRD-PARTY ESTIMATE,146 EUR (Verzeichnis),UNKNOWN,UNKNOWN,Ja – Deeplinks werden bereitgestellt (lt. Beschreibung),Ja – vollständiger Produktdatenfeed,DE/AT,40 Tage Validierung; Airfryer/Ninja Creami als Kernprodukte.,https://www.affiliate-marketing.de/partnerprogramme/ninjakitchen.de,2026-09-26,quellen/raw_programs_B.csv
P-B064,Küche,SharkNinja / Ninja (UK),UNKNOWN,UNKNOWN (Verzeichnis: nur SaleGains),UK,"Subnetz 0,75–2,25 %",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UK-Direktprogramm nicht verifiziert. Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/sharkninja.co.uk,2026-09-26,quellen/raw_programs_B.csv
P-B065,Küche,WMF (DE),UNKNOWN,Awin,"DE, AT (NL separat 8 %)",5 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/wmf.com,2026-09-26,quellen/raw_programs_B.csv
P-B066,Küche,Zwilling (DE),UNKNOWN,Awin,"DE, AT","6,4–8 %",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,Auch Staub-Gusseisen (Zwilling-Gruppe).,https://www.affiliate-marketing.de/partnerprogramme/zwilling.com,2026-09-26,quellen/raw_programs_B.csv
P-B067,Küche,Zwilling (UK),UNKNOWN,Awin,UK,8 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/zwilling.com,2026-09-26,quellen/raw_programs_B.csv
P-B068,Küche,Zwilling (US),UNKNOWN,CJ,US,6 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; CJ bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/zwilling.com,2026-09-26,quellen/raw_programs_B.csv
P-B069,Küche,Fissler (US),UNKNOWN,Awin,US,5 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,DE-Programm im Verzeichnis nicht gelistet.,https://www.affiliate-marketing.de/partnerprogramme/fissler.com,2026-09-26,quellen/raw_programs_B.csv
P-B070,Küche,Le Creuset (DE),UNKNOWN,Rakuten Advertising,DE,Nicht öffentlich,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/lecreuset.de,2026-09-26,quellen/raw_programs_B.csv
P-B071,Küche,Le Creuset (US),UNKNOWN,Ascend (Listing),US,4 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Listing seit 03/2026.,https://www.affiliate-marketing.de/partnerprogramme/lecreuset.com,2026-09-26,quellen/raw_programs_B.csv
P-B072,Küche,"Tchibo (DE, nur Küche/Kaffee-Sortiment relevant)",UNKNOWN,Awin,DE,"5–8 % pro Sale + 0,80–20 € pro Lead",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,Gemischtes Sortiment (nicht nur Küche).,https://www.affiliate-marketing.de/partnerprogramme/tchibo.de,2026-09-26,quellen/raw_programs_B.csv
P-B073,Küche,Lakeland (UK),https://ui.awin.com/merchant-profile/1751,Awin (ID 1751),UK,"Basis 2,5 %, Erhöhungen je Publisher-Typ",VERIFIED,15 Tage,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,Ja – Tracking-Code im Query-String (vom Händler),UNKNOWN,Provision nur auf UK-Sales,Hohe Konversionsrate lt. Profil (ohne Zahl); 3 Jahre Garantie.,https://ui.awin.com/merchant-profile/1751,2026-09-26,quellen/raw_programs_B.csv
P-B074,Küche,ProCook (UK),UNKNOWN,Impact,UK,Nicht öffentlich (Login erforderlich),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/procook.co.uk,2026-09-26,quellen/raw_programs_B.csv
P-B075,Küche,John Lewis & Partners (UK),UNKNOWN,Impact,UK,Nicht öffentlich; Sekundärquellen 1–7 %,THIRD-PARTY ESTIMATE,UNKNOWN (Sekundärquelle nennt 24 h – unbestätigt),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/johnlewis.com ; https://linkclicky.com/affiliate-program/john-lewis-partners/,2026-09-26,quellen/raw_programs_B.csv
P-B076,Küche,Made In Cookware (US),UNKNOWN,Impact,"US, UK, CA, AU",Nicht öffentlich,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,"US, UK, CA, AU",DTC-Premium-Kochgeschirr.,https://www.affiliate-marketing.de/partnerprogramme/madeincookware.com,2026-09-26,quellen/raw_programs_B.csv
P-B077,Küche,Our Place (US),UNKNOWN,Impact,"US, UK, CA",Nicht öffentlich,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,"US, UK, CA",,https://www.affiliate-marketing.de/partnerprogramme/fromourplace.com,2026-09-26,quellen/raw_programs_B.csv
P-B078,Küche,Caraway (US),UNKNOWN,Impact; FlexOffers,US,Impact nicht öffentlich; FlexOffers 32–52 USD fix pro Sale,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Fixbetrag pro Sale statt Prozent. Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/carawayhome.com,2026-09-26,quellen/raw_programs_B.csv
P-B079,Küche,Vitamix (US),UNKNOWN,CJ,US,"CJ 3 %; FlexOffers-Subnetz 2,4–8 %",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; CJ bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/vitamix.com,2026-09-26,quellen/raw_programs_B.csv
P-B080,Küche,Sur La Table (US),UNKNOWN,Ascend (Listing); FlexOffers,US,"Ascend 4 %; FlexOffers 3,2 %",THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,https://www.affiliate-marketing.de/partnerprogramme/surlatable.com,2026-09-26,quellen/raw_programs_B.csv
P-B081,Küche,"Philips (DE, u.a. Airfryer)",UNKNOWN,UNKNOWN (Direktnetzwerk nicht gelistet); FlexOffers,DE,4 % oder 8 USD pro Sale (Subnetz),THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/philips.de,2026-09-26,quellen/raw_programs_B.csv
P-B082,Küche,SMEG (NL),UNKNOWN,Awin,NL (DE/UK/US nicht gelistet),6 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,UNKNOWN,Nur als EU-Referenz; kein DE-Programm gefunden.,https://www.affiliate-marketing.de/partnerprogramme/smeg.com,2026-09-26,quellen/raw_programs_B.csv
P-B083,Kaffee,De'Longhi (DE),https://ui.awin.com/merchant-profile/22915,Awin (ID 22915; managed by Velstar),DE,bis 7 % je Produktkategorie,VERIFIED,15 Tage,VERIFIED,über 200 EUR (Awin-Profil),"Ja – Content-Websites, Vergleich, Newsletter, Social Media, Cashback, Gutscheine willkommen",UNKNOWN (Social Media allgemein erlaubt),UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),Ja – regelmäßig aktualisierter Produktfeed (200+ Produkte),"DE (eigene Programme für CH, UK, US, CA u.a.)",45 Tage Validierung; striktes Brand-Bidding-Verbot; bei bestimmten Produkt-Launches keine Provision (Info via Awin News); nicht autorisierte Codes → Provision 0.,https://ui.awin.com/merchant-profile/22915,2026-09-26,quellen/raw_programs_B.csv
P-B084,Kaffee,De'Longhi (US),https://ui.awin.com/merchant-profile/33739,Awin (ID 33739),US,"bis 15 % auf alle Sales (nach Rabatten, ohne Steuer/Versand)",CLAIMED,30 Tage,VERIFIED,398 USD (Awin-Profil),UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),Ja – regelmäßig aktualisierter Produktfeed,US,45 Tage Validierung; Retouren werden abgelehnt; Last-Click. 'Bis zu' – Standardrate nicht genannt.,https://ui.awin.com/merchant-profile/33739,2026-09-26,quellen/raw_programs_B.csv
P-B085,Kaffee,De'Longhi (UK),https://ui.awin.com/merchant-profile/25781,Awin (ID 25781; managed by Velstar),UK,"bis 10 % auf alle Sales (ohne VAT/P&P, nach Rabatten)",CLAIMED,15 Tage,VERIFIED,150 GBP (Awin-Profil),UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),Ja – regelmäßig aktualisierter Produktfeed,UK,"30 Tage Validierung; Retouren abgelehnt. Verzeichnis affiliate-marketing.de nennt für UK nur 1 % – Widerspruch, im Programm prüfen.",https://ui.awin.com/merchant-profile/25781 ; https://www.affiliate-marketing.de/partnerprogramme/delonghi.com,2026-09-26,quellen/raw_programs_B.csv
P-B086,Kaffee,Breville (US),https://www.breville.com/us/en/learn-more/breville-affiliates-program.html,"Impact (ID 1268155, 'Breville|Sage Appliances')",US,bis 8 % des Bestellwerts,CLAIMED,30 Tage,VERIFIED,"Preisstichprobe: Barista Express 699,95 USD (breville.com, 2026-09-26, ausverkauft)",Ja – Content-Creator mit engagierter Community ausdrücklich angesprochen,UNKNOWN (nicht explizit),UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Nur Web-Sales über Affiliate-Link; keine Mindestumsätze; Breville + Breville Commercial.,https://www.breville.com/us/en/learn-more/breville-affiliates-program.html,2026-09-26,quellen/raw_programs_B.csv
P-B087,Kaffee,Sage Appliances (UK),https://www.sageappliances.com/uk/en/learn-more/sage-affiliates-program.html,Impact (ID 1268155; Agentur Silverbean),UK,bis 8 % des Bestellwerts,CLAIMED,30 Tage,VERIFIED,ca. 290 GBP (Programmseite),UNKNOWN (eigener Kontakt für Influencer/Content-Creator über Silverbean),UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Keine Monatsziele; Programm-Management durch Silverbean (PMA-prämiert).,https://www.sageappliances.com/uk/en/learn-more/sage-affiliates-program.html,2026-09-26,quellen/raw_programs_B.csv
P-B088,Kaffee,Coffee Circle (DE),https://ui.awin.com/merchant-profile/14018,Awin (ID 14018),DE,5–13 % (Verzeichnis; im Awin-Profil nicht öffentlich),THIRD-PARTY ESTIMATE,60 Tage,VERIFIED,UNKNOWN,"UNKNOWN (Content-Angebote für Blogger: Fotos, Videos)",UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),Ja – tagesaktuelle Produktdaten (.csv),UNKNOWN,Spezialitätenkaffee + Zubehör/Maschinen; Abo-Potenzial.,https://ui.awin.com/merchant-profile/14018 ; https://www.affiliate-marketing.de/partnerprogramme/coffeecircle.com,2026-09-26,quellen/raw_programs_B.csv
P-B089,Kaffee,Kaffee24 (DE),https://ui.awin.com/merchant-profile/21380,Awin (ID 21380),DE,5–6 % je Sale,VERIFIED,30 Tage,VERIFIED,115 EUR (Awin-Profil),UNKNOWN (nur über Awin bereitgestellte Aktionen/Codes erlaubt),UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Awin bietet netzwerkseitig Deeplink-Generator),UNKNOWN,DE,"Stornoquote 0,5–1 %; abgelaufene Gutscheine binnen 24 h entfernen; 140.000 Besucher/Monat.",https://ui.awin.com/merchant-profile/21380,2026-09-26,quellen/raw_programs_B.csv
P-B090,Kaffee,Coffee Friend (DE/EU),UNKNOWN,Adtraction (DE); CJ (DE/EU),"DE, EU",Adtraction 10 %; CJ 4–10 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,260 EUR (Verzeichnis),UNKNOWN (Cashback und Gutschein-Marketing erlaubt),UNKNOWN,UNKNOWN,UNKNOWN,EU,,https://www.affiliate-marketing.de/partnerprogramme/coffeefriend.de,2026-09-26,quellen/raw_programs_B.csv
P-B091,Kaffee,Coffee Friend (UK),UNKNOWN,Adtraction (GB); CJ (GB),UK,Adtraction 10 %; CJ 4 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,"260 EUR (Verzeichnis, programmübergreifend)",UNKNOWN (Cashback und Gutschein-Marketing erlaubt),UNKNOWN,UNKNOWN,UNKNOWN,UK,,https://www.affiliate-marketing.de/partnerprogramme/coffeefriend.de,2026-09-26,quellen/raw_programs_B.csv
P-B092,Kaffee,"Trade Coffee (US, Abo)",UNKNOWN,Impact; FlexOffers,US,Impact nicht öffentlich; FlexOffers 5 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,US,Abo-Modell. Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/drinktrade.com,2026-09-26,quellen/raw_programs_B.csv
P-B093,Kaffee,Fellow (US),UNKNOWN,Impact,US,Nicht öffentlich,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,UNKNOWN,Kein Affiliate-Link im Footer der Website gefunden; Verzeichnis-Stand 07/2025.,https://www.affiliate-marketing.de/partnerprogramme/fellowproducts.com,2026-09-26,quellen/raw_programs_B.csv
P-B094,Kaffee,Seattle Coffee Gear (US),UNKNOWN,Impact,US,Nicht öffentlich,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (programmspezifisch nicht angegeben; Impact bietet netzwerkseitig Deeplinks),UNKNOWN,US,Nur 'Media Partners'-Seite im Footer; Verzeichnis-Stand 07/2025.,https://www.affiliate-marketing.de/partnerprogramme/seattlecoffeegear.com,2026-09-26,quellen/raw_programs_B.csv
P-B095,Kaffee,Blue Bottle Coffee (US),UNKNOWN,Ascend (Listing); Subnetze,US,Ascend 5 %; FlexOffers 4 %,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,Hinweis: im Verzeichnis gelistete Raten von FlexOffers/SaleGains/MCANISM/cityads/MyLead/AdPump/Admitad sind Subnetzwerk-Raten (i.d.R. unter der Direktrate).,https://www.affiliate-marketing.de/partnerprogramme/bluebottlecoffee.com,2026-09-26,quellen/raw_programs_B.csv
P-B096,Kaffee,"Atlas Coffee Club (US, Abo)",UNKNOWN,Ascend (Listing),US,10 USD pro Lead,THIRD-PARTY ESTIMATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,US,Lead-basiert (Abo-Abschluss).,https://www.affiliate-marketing.de/partnerprogramme/atlascoffeeclub.com,2026-09-26,quellen/raw_programs_B.csv
P-C001,Outdoor Living/BBQ,Ooni (US),https://ui.awin.com/merchant-profile/77074,Awin,USA,"ab 10% (Basis, ""starting at 10%"")",VERIFIED,30 Tage,VERIFIED,"UNKNOWN (Konversionsrate 2,5% lt. Brand; Stichprobe 26.09.2026: Median Sortiment 90 USD, Bundles 730–1.837 USD)",Ja – Content Creator/Influencer ausdrücklich Zielgruppe,"Ja (Social Content ausdrücklich erwähnt, keine Plattform-Einschränkung genannt)",UNKNOWN,UNKNOWN,Eigene Regionalshops (US/UK/EU/AU),Content-only: keine Gutschein-/Rabatt-/Incentive-Seiten; PPC strikt verboten; inaktive Affiliates nach 3 Monaten entfernt; monatl. Content-Wettbewerb mit Commission-Boost,https://ui.awin.com/merchant-profile/77074,2026-09-26,quellen/raw_programs_C.csv
P-C002,Outdoor Living/BBQ,Ooni (UK),https://ui.awin.com/merchant-profile/77076,Awin,UK,ab 10% (Basis),VERIFIED,30 Tage,VERIFIED,"UNKNOWN (Konversionsrate 2,5% genannt)",Ja – Content Creator/Influencer ausdrücklich Zielgruppe,Ja (keine Einschränkung genannt),UNKNOWN,UNKNOWN,UK-Shop; weitere Regionalshops,"Wie US: content-only, kein PPC, keine Gutschein-Seiten",https://ui.awin.com/merchant-profile/77076,2026-09-26,quellen/raw_programs_C.csv
