shortcode,handle,meta_status,visual_status,media_type,followers_text,followers_at_fetch,posts_at_fetch,likes,comments,caption_len,caption_hashtags,caption_has_question,caption_emojis,caption_mentions,caption_link_hint,caption_comment_cta,caption,coder,source_file,room_primary,building_type,landscape,style_primary,style_secondary,palette_temp,brightness,lighting,view_through_window,people_present,cover_text,realism,production,production_evidence,shoppability,visual_quality,notable,caption_hook_category,caption_first_line,cta_type,location_claimed,price_claimed,ai_disclosed,account_kind_hint,language,rooms_visible,dominant_colors,materials,ambience_fx,cover_hooks
DJTsUfrMQgB,katevera.creative,ok,ok,reel,65K followers,65000,692,634,512,822,0,True,2,0,False,True,"👉 Want to learn how? Comment ""AI"" and join my upcoming course on AI for Interior Design and start finetuning details to creating stunning renders, faster and have a faster workflow in your interior design business.  Still can't believe how good this is 🤯 I gave ChatGPT an empty space + a moodboard… and it filled the space based on the vibe, colors, and furniture I had in mind.  Honestly? It's such an inspiring way to kick off the ideation phase especially when you're stuck or need a visual starting point.  How I did it: I uploaded my base image provided the moodboard as a reference and entered a detailed structured prompt.  For better accuracy, I also added individual images of key pieces like the sofa, chairs, and rug so the AI could really understand the vibe I was going for.  The result? Pretty mind-blowing.",cover-v2-embed,cover_r01_015.json,living_room,apartment,none,organic_modern,neoclassical,warm,bright,daylight,False,False,New ChatGPT Moodboard to Render,aspirational_realistic,ai_generated,cover text and caption say ChatGPT generated the room from a moodboard,high,high,"Parisian moulded living room with a curved green velvet sofa, bouclé chairs and red checkerboard rug, with the source moodboard inset beside the AI result.",promotional,"👉 Want to learn how? Comment ""AI"" and join my upcoming course on AI for Interior Design and start finetuning details",comment_keyword,,,True,ai_creator,en,living_room,beige;green;terracotta;white,fabric;wood;natural_stone;plaster;metal;glass,none,text_overlay;before_after_split
DLzbWRZuMf-,interior_home_design1,ok,ok,reel,688K followers,688000,2699,2412,76,149,8,True,1,2,False,False,What are your thoughts about this design?🍃  by @zenform @interior_home_design1  #interiordesign #home #ai #house #aiart #architecture #luxury #travel,cover-v2-embed,cover_r01_015.json,pool,villa,jungle_tropical,organic_modern,biophilic,cool,medium,overcast_rain,False,False,,stylized_dreamy,ai_generated,caption tags #ai #aiart; smooth AI look of the stone forms and misty backdrop,low,high,"Dark-stone domed villa with rooftop planters and a free-form pool on a wet flagstone terrace, set into a misty jungle mountainside.",question,What are your thoughts about this design?🍃,question_engagement,,,True,theme_page,en,pool;terrace_outdoor;exterior_facade,grey;green;black;brown,natural_stone;water;plants;glass;wood;fabric,fog,pool;exterior_reveal;unusual_architecture
C20JhAHLOGJ,lovedwellstudio,ok,ok,reel,74K followers,74000,265,209365,873,445,21,False,1,1,False,False,"Give me all the neutrals 🤩  AI Design by @lovedwellstudio  #Moodboard #Interiordesigninspo #FutureProofDesign #RenovationInsights #InvestInQuality #MaterialsMatter #HomeImprovement #architecture #exterior #interior #modernarchitect #interiordesign #homedesign #exteriordesign #rendering #cgi #coronarender #allofrenders #vrayrender #renderbox #allofarchitecture // home renovation, Interior Design Plans, House Floor Plans, Renovations, Home DIY",cover-v2-embed,cover_r01_015.json,stairs_hall,house,none,scandinavian,minimalist,neutral,bright,daylight,False,False,,aspirational_realistic,ai_generated,caption says 'AI Design by @lovedwellstudio'; clean AI-image look,high,high,"All-white panelled entry hall with a light-oak cubby bench, woven baskets, lantern pendant and herringbone floor leading to a glazed door.",aspirational,Give me all the neutrals 🤩,none,,,True,ai_creator,en,stairs_hall,white;beige;brown;black,wood;fabric;rattan;glass;metal;leather,none,door_or_threshold
DT7J_-AgECB,facade_designn,ok,ok,reel,47K followers,47000,237,9983,120,328,5,False,4,0,False,False,"🌿Futuristic architecture redefining the skyline…  ✨A perfect blend of innovative design, modern engineering, and sustainable architecture…  😍Where form meets function in a bold, iconic structure…  💫Designed to inspire the future of urban living…  #architecture #modernarchitecture #luxuryarchitecture #contemporary #contemporary",cover-v2-embed,cover_r01_015.json,exterior_facade,unusual_structure,none,futuristic,modern_luxury,cool,medium,blue_hour,False,False,,real_existing,real_footage,photographic frame of a built tower with landscaped grounds and fountains; no AI disclosure,low,high,"Egg-shaped glass-and-steel ribbed tower with lit windows and an arched base, set against a deep blue-hour sky over gardens and fountains.",descriptive,🌿Futuristic architecture redefining the skyline…,none,,,False,theme_page,en,exterior_facade;garden_landscape,blue;black;white;green,glass;metal;water;plants,none,exterior_reveal;unusual_architecture;dramatic_scale;water_feature
DGvmymOMdST,matitectura,ok,ok,reel,507K followers,507000,626,52843,774,728,24,True,0,2,False,False,Ruins Reimagined  OLD BUT NEW Bringing old ruins back to life with the help of AI.  Using the latest AI tools to push the limits of contemporary design and architecture. This concept is purely an idea and doesn't exist in reality.  What are your thoughts? I'd love to hear your feedback in the comments!  Generated by @matitectura using MidJourney  © All credits and rights are reserved and belong to @matitectura  #architecture #concept #aiart #ai #aiartist #artwork #midjourneyarchitect #oldcity #midjourney #midjourneyarchitecture #italy #firenze #tuscany #renovation #ruin #dezeen #designboom #architecturemagazine #diffusion_architecture #archilovers #architecturephotography #aiarchitecture #casestudy #architecture_hunter,cover-v2-embed,cover_r01_015.json,living_room,villa,mountain,brutalist,organic_modern,warm,bright,daylight,True,False,,stylized_dreamy,ai_generated,caption says generated using MidJourney and that the concept doesn't exist,medium,high,"Rust-patina ceiling and walls over a cream bouclé sofa and copper side tables, with floor-to-ceiling glass framing cypress trees and rolling hills.",descriptive,Ruins Reimagined,question_engagement,Italy / Firenze / Tuscany (hashtags),,True,ai_creator,en,living_room,brown;beige;grey;blue,metal;concrete;natural_stone;glass;fabric,none,view_reveal
DM7kNwKB-QA,rendair.ai,ok,ok,reel,189K followers,189000,796,3705,2928,450,7,False,3,1,False,True,"Comment 'interested' to get the full tutorial 👇  All-in-one rendering platform for architects and designer: just upload your 3D model, turn it into realistic visuals, and bring it to life with video animations.  Amazing project by Adrian Mazur ( @adrian_thearchitect ) 💫 Thanks for sharing your results with the community! ❤️  Try it now: rendair.ai  #RealEstate #InteriorDesign #ArchitecturalVizulization #Rendering #AIArchitecture #Ai #Architecture",cover-v2-embed,cover_r01_015.json,exterior_facade,house,none,minimalist,,neutral,medium,mixed,False,False,3D to Render with Rendair AI!,aspirational_realistic,ai_generated,cover text and caption: 3D model turned into render with Rendair AI,low,medium,"Darkened AI render of a modern red-brick bungalow with warm-lit entry and striped lawn under a grey sky, with a '3D to Render with Rendair AI!' overlay.",promotional,Comment 'interested' to get the full tutorial 👇,comment_keyword,,,True,brand_manufacturer,en,exterior_facade;garden_landscape,red;grey;green;black,glass;metal;concrete;plants,none,text_overlay;exterior_reveal
DDPTr1JRD-S,interior_home_design1,ok,ok,reel,688K followers,688000,2699,1944,27,245,16,False,0,2,False,False,Euphoria Drips from Every Raindrop in this Bedroom  By: @cozyzen.ai @interior_home_design1  #cozybedroom #rainyday #interiordesign #home #cozy #house #ai #aiart #travel #architecture #homedesign #luxury #aiartwork #room #bedroominspo #midjourney,cover-v2-embed,cover_r01_015.json,bedroom,apartment,rain_window,scandinavian,futuristic,neutral,medium,mixed,True,False,,stylized_dreamy,ai_generated,caption tags #ai #aiart #midjourney and credits @cozyzen.ai; stacked-bed layout typical of AI imagery,low,medium,"Three stacked round and loft beds linked by LED-lit stairs in a white loft, with rain-streaked windows and a porthole window onto a city skyline.",aspirational,Euphoria Drips from Every Raindrop in this Bedroom,none,,,True,theme_page,en,bedroom;office,white;grey;blue;orange,wood;fabric;glass;plaster,rain,bed_focus;view_reveal;unusual_architecture
Db_AIx6sUzt,aniframe_art,ok,ok,reel,12K followers,12000,120,5147,171,141,5,False,1,1,False,False,"Looking up, letting go, and watching possibilities.☁️ . . Created using: @polloaiofficial . .#aiart #aianime #animeasthetics #ghibli #polloai",cover-v2-embed,cover_r01_016.json,garden_landscape,none_visible,space_sky,other,,cool,bright,daylight,False,True,,stylized_dreamy,ai_generated,caption says 'Created using: @polloaiofficial' and tags #aiart #aianime; Ghibli-style anime illustration look,low,high,Ghibli-style anime schoolgirl in a meadow gazing up at a low-flying jet in a vivid cloud-filled blue sky; no architecture or interior content.,aspirational,"Looking up, letting go, and watching possibilities.☁️",none,,,True,ai_creator,en,garden_landscape,blue;white;green,plants,none,person;dramatic_scale
Cv4GrAvpVuZ,theamethyyst,ok,ok,reel,9K followers,9000,91,79889,61,175,10,False,1,1,False,False,Dream life 🖤 . . Follow @theamethyyst for more posts.  . . . . . #dreamlife #success #selfmotivation #passion #reels #reelsinstagram #selflove #asethetic #explore #exolorepage,cover-v2-embed,cover_r01_016.json,office,none_visible,none,minimalist,,warm,medium,night_artificial,False,True,POV : This is your dream life 🖤✨,real_existing,real_footage,"phone photo of a real workspace (screens showing floor plans, wall calendar) with a Xiaohongshu watermark in the corner",low,medium,Over-the-shoulder shot of a woman working on architectural floor plans across several screens with a 'POV: This is your dream life' overlay; career-aspiration mood rather than interior content.,aspirational,Dream life 🖤,follow,,,False,theme_page,en,office,beige;black;blue;white,plaster,none,text_overlay;person
DVKNjNbDwSE,architecturenow,ok,ok,reel,2M followers,2000000,12323,1884,13,815,2,False,1,1,False,False,"➕ More than 140 years after construction began, Gaudí's unfinished masterpiece has reached a historic milestone with the completion of its central tower — the Tower of Jesus Christ — crowned by its monumental cross. With this final addition, the basilica now rises to 172.5 meters, making it the tallest church in the world and redefining Barcelona's skyline in the centenary year of Antoni Gaudí's death. While work will continue other façades and interiors, this moment marks the highest point of a project that has always blurred the boundaries between devotion, structure, and architectural imagination.  • Photography: Basílica de la Sagrada Família (@basilicasagradafamilia) _  #ArchitectureNow #SagradaFamilia  All materials presented on this site are Ⓒ copyrighted and owned by the creators mentioned above.",cover-v2-embed,cover_r01_016.json,exterior_facade,unusual_structure,none,other,,neutral,medium,daylight,False,False,"172,5m",real_existing,real_footage,telephoto footage of the real Sagrada Familia tower in scaffolding next to a construction crane; caption credits the basilica's own photography,low,medium,"Telephoto view of the Sagrada Familia's scaffolded central tower beside a yellow crane with a '172,5m' height marker; architecture-news milestone framing, not interior.",descriptive,"➕ More than 140 years after construction began, Gaudí's unfinished masterpiece has reached a historic milestone with the",none,Barcelona (Sagrada Família),,False,media_publication,en,exterior_facade,grey;orange;beige;white,natural_stone;metal,none,text_overlay;dramatic_scale;unusual_architecture
CpNPaL-K_K2,ziedan_architectural_design,ok,ok,reel,7K followers,7000,727,112,,110,9,False,0,0,False,False,surreal architecture . . . .#architecture #design #architect #newdesign #3d #3dmax #building #landscape #villa,cover-v2-embed,cover_r01_016.json,pool,unusual_structure,ocean_beach,minimalist,mediterranean,cool,medium,blue_hour,False,False,,stylized_dreamy,3d_render,"clean CG surfaces, uniform planters and trees, even render lighting; caption tags #3d #3dmax",low,medium,Surreal blue-hour render of a long reflecting pool running between white arcades toward a sea horizon (low-resolution 320x440 cover).,descriptive,surreal architecture,none,,,False,designer_studio,en,pool;terrace_outdoor,blue;white;grey;purple,water;plaster;plants,none,pool;water_feature;unusual_architecture
DNLDYTptD9X,miladeshtiyaghi,ok,ok,reel,642K followers,642000,1709,,54,652,8,False,4,1,False,False,"🏞✨ A house suspended between mist and forest  Designed in the heart of Brazil's lush jungles, this project aims for complete harmony with nature. The floating terraces and minimal lines create the sensation of drifting among the clouds, while natural materials and open spaces dissolve the boundary between home and wilderness.  This is not just a place to live — it's a sensory experience of peace, silence, and connection to the earth.  📍 Location: Brazil 👤 Architect & Interior Designer: @miladeshtiyaghi  #ModernArchitecture #ForestHouse #MinimalDesign #BrazilVilla #ArchitectureInNature #SuspendedHouse #ContemporaryArchitecture #SustainableDesign",cover-v2-embed,cover_r01_016.json,exterior_facade,villa,jungle_tropical,minimalist,biophilic,cool,medium,overcast_rain,False,False,,aspirational_realistic,ai_generated,"Midjourney-style aerial: over-uniform idealized foliage, soft undefined interior furniture, too-perfect cantilever composition; caption presents it as own design with no AI disclosure (same account's other covers coded AI)",low,high,Aerial view of a cantilevered concrete house with green roofs and an infinity-edge pool floating over a misty jungle slope.,descriptive,🏞✨ A house suspended between mist and forest,none,Brazil,,False,designer_studio,en,exterior_facade;pool;terrace_outdoor,green;grey;white;brown,concrete;glass;wood;water;plants,fog,exterior_reveal;pool;dramatic_scale
C_tDjCmyK53,archfeed_,ok,ok,reel,908K followers,908000,3666,10563,126,1957,13,False,10,4,False,False,"𝗙𝗮𝗹𝗹𝗶𝗻𝗴𝘄𝗮𝘁𝗲𝗿 | by 𝗙𝗿𝗮𝗻𝗸 𝗟𝗹𝗼𝘆𝗱 𝗪𝗿𝗶𝗴𝗵𝘁 . Fallingwater is a house designed by the architect Frank Lloyd Wright in 1935. Situated in the Mill Run section of Stewart township, in the Laurel Highlands of southwest Pennsylvania  The house was built as a weekend home for owners Mr. Edgar Kaufmann, his wife, and their son, whom he developed a friendship with through their son who was studying at Wright's school, the Taliesin Fellowship.  The waterfall had been the family's retreat for fifteen years and when they commissioned Wright to design the house they envisioned one across from the waterfall, so that they could have it in their view. Instead, Wright integrated the design of the house with the waterfall itself, placing it right on top of it to make it a part of the Kaufmanns' lives.  Wright's admiration for Japanese architecture was important in his inspiration for this house, along with most of his work. Just like in Japanese architecture, Wright wanted to create harmony between man and nature, and his integration of the house with the waterfall was successful in doing so.  The house was meant to compliment its site while still competing with the drama of the falls and their endless sounds of crashing water. The power of the falls is always felt, not visually but through sound, as the breaking water could constantly be heard throughout the entire house. Knight, Caroline. Frank Lloyd Wright. Parragon Publishing, 2005. Print. and @visitfallingwater, @waterlandlife . 🎥: @archfeed_ 📍",cover-v2-embed,cover_r01_016.json,exterior_facade,house,forest,organic_modern,,neutral,medium,daylight,False,True,"FALLINGWATER
FRANK LLOYD WRIGHT
AF",real_existing,real_footage,real photograph of Frank Lloyd Wright's Fallingwater with small visitor figures on the upper terrace; caption credits @visitfallingwater,low,high,"Classic postcard angle of Fallingwater's cantilevered terraces over the waterfall in lush summer forest, branded with a title card and AF logo.",descriptive,𝗙𝗮𝗹𝗹𝗶𝗻𝗴𝘄𝗮𝘁𝗲𝗿 | by 𝗙𝗿𝗮𝗻𝗸 𝗟𝗹𝗼𝘆𝗱 𝗪𝗿𝗶𝗴𝗵𝘁,question_engagement,"Mill Run, Pennsylvania, United States",,False,theme_page,en,exterior_facade;terrace_outdoor,green;beige;grey;white,natural_stone;concrete;glass;metal;water;plants,none,text_overlay;exterior_reveal;unusual_architecture;water_feature
