topic,position,handle,shortcode,views_text,views,caption,url,source,batch
architecture,1,jen.casanovas.ibiza,DVGaPhTDQO8,11.7M,11700000,Testing new doors for clients new houses 😮‍💨 #realestate #architecture #design #porce,https://www.instagram.com/reel/DVGaPhTDQO8/,https://www.instagram.com/popular/architecture/,r1_06
architecture,2,castlepics,DUaQ1wEApi4,20M,20000000,Cologne Cathedral (Kölner Dom) is one of Europe's most awe-inspiring Gothic masterpieces and a symbo,https://www.instagram.com/reel/DUaQ1wEApi4/,https://www.instagram.com/popular/architecture/,r1_06
architecture,3,nice_tower,DVgIXfOiIOq,31.5M,31500000,The fastest way to create a staircase in a rounded corner using the Shape Bender plugin in SketchUp,https://www.instagram.com/reel/DVgIXfOiIOq/,https://www.instagram.com/popular/architecture/,r1_06
architecture,4,crbengineer,DVH2YNYk1i9,4.7M,4700000,Civil engineering basic information . . #civilengineering #civilengineer #contractor #design #arch,https://www.instagram.com/reel/DVH2YNYk1i9/,https://www.instagram.com/popular/architecture/,r1_06
architecture,5,archstudent.marteen,DSxsu7HiQdV,32M,32000000,few clips of my assignments from first semester #architecture #architecturestudent #modelbuilding #firs,https://www.instagram.com/reel/DSxsu7HiQdV/,https://www.instagram.com/popular/architecture/,r1_06
architecture,6,architectanddesign,DV3FgFVjJLx,55.2M,55200000,Did you know that the Kölner Dom took 632 years to complete? Construction began in 1248 and was fina,https://www.instagram.com/reel/DV3FgFVjJLx/,https://www.instagram.com/popular/architecture/,r1_06
architecture,7,sanyamboraarchitects,DW1VSs9DdYd,19.3M,19300000,Some projects give themselves away the moment you lay eyes on them. And it's not because of a pretty rend,https://www.instagram.com/reel/DW1VSs9DdYd/,https://www.instagram.com/popular/architecture/,r1_06
architecture,8,erisa_mema,DVFCfTjD8aF,7.5M,7500000,Vintage architectural drawing #architecture #architecturestudent #architectureschool #art #architecturec,https://www.instagram.com/reel/DVFCfTjD8aF/,https://www.instagram.com/popular/architecture/,r1_06
architecture,9,nice_tower,DUY7-PPiLtI,5.3M,5300000,"SketchUp stair detailing tutorial 🪜 In this short video, you'll learn how to model a modern stair secti",https://www.instagram.com/reel/DUY7-PPiLtI/,https://www.instagram.com/popular/architecture/,r1_06
architecture,10,zinapoyalar_uz,DVI8mxrjUGN,11.8M,11800000,#foryou #reels #rek #architecture #construction,https://www.instagram.com/reel/DVI8mxrjUGN/,https://www.instagram.com/popular/architecture/,r1_06
architecture,11,archstudent.marteen,DWRoMsiDMrX,5.7M,5700000,first year is almost done I can't believe it #architecture #architecturestudent #firstyeararchitectur,https://www.instagram.com/reel/DWRoMsiDMrX/,https://www.instagram.com/popular/architecture/,r1_06
architecture,12,explaining.architecturee,DX4piBMuBnd,9.7M,9700000,They told the architect his design was impossible. He built it anyway. And it became the most recognizab,https://www.instagram.com/reel/DX4piBMuBnd/,https://www.instagram.com/popular/architecture/,r1_06
modern-architecture,1,facade_designn,DSh3QjJAOcv,239K,239000,✨A sculptural glass facade rising above the city… 🌿This modern high-rise blends fluid architectu,https://www.instagram.com/reel/DSh3QjJAOcv/,https://www.instagram.com/popular/modern-architecture/,r1_06
modern-architecture,2,buildsinblack,DZx1gIBofW9,1.3M,1300000,"Series 001 — Ancient Ruins, Episode 01: an abandoned monastery reimagined as a black contempora",https://www.instagram.com/reel/DZx1gIBofW9/,https://www.instagram.com/popular/modern-architecture/,r1_06
modern-architecture,3,shri_bk_babu,DZtnXgNxk_G,26.8M,26800000,This old and forgotten house has now been transformed into a modern luxury space. Every corner h,https://www.instagram.com/reel/DZtnXgNxk_G/,https://www.instagram.com/popular/modern-architecture/,r1_06
modern-architecture,4,visionbuildofficial,DW8_CcQESn8,6.6M,6600000,The Craziest Snake Tower Ever Built in the USA 🐍🏙️ #ConstructionUSA #SkyscraperBuild #Timel,https://www.instagram.com/reel/DW8_CcQESn8/,https://www.instagram.com/popular/modern-architecture/,r1_06
modern-architecture,5,harmosai,DPvidSqDrUT,"9,648",9648,The Monolith of Grace: Redefining Form in Luxury Architecture We're sharing a conceptual visi,https://www.instagram.com/reel/DPvidSqDrUT/,https://www.instagram.com/popular/modern-architecture/,r1_06
modern-architecture,6,_vlasov_roman_,DP_9B6OCMdm,422K,422000,Concept | 799 Architecture By @_vlasov_roman_,https://www.instagram.com/reel/DP_9B6OCMdm/,https://www.instagram.com/popular/modern-architecture/,r1_06
modern-architecture,7,marleyandsamhomediy,DXoxkiRAfVG,1.1M,1100000,Old House Exterior to Modern Zen Facade ⛩️🌿 First impressions are everything! 🛑✨ We co,https://www.instagram.com/reel/DXoxkiRAfVG/,https://www.instagram.com/popular/modern-architecture/,r1_06
modern-architecture,8,villa_designn,DZaTrr5N7gt,2.6M,2600000,"Built For Extraordinary Living ✨ More than a villa, it's a statement of vision, luxury, and",https://www.instagram.com/reel/DZaTrr5N7gt/,https://www.instagram.com/popular/modern-architecture/,r1_06
modern-architecture,9,elitebuildhq,DW4-fMTiB96,24M,24000000,The Evolution of Luxury: The Living Garden Garage. 🌿🏎️ Witness the seamless blend of mode,https://www.instagram.com/reel/DW4-fMTiB96/,https://www.instagram.com/popular/modern-architecture/,r1_06
modern-architecture,10,05kai_562,DXFgq7hpmOu,3.3M,3300000,The Ultimate Secret: Burying a Luxury Bus for a Hidden Underground Suite! 🏛️💖 Turning a,https://www.instagram.com/reel/DXFgq7hpmOu/,https://www.instagram.com/popular/modern-architecture/,r1_06
modern-architecture,11,simplevision_andro,DW0xoVpj7No,6.8M,6800000,Hidden Staircase Concept Hidden staircase is very convenient — but it's more than just a fun,https://www.instagram.com/reel/DW0xoVpj7No/,https://www.instagram.com/popular/modern-architecture/,r1_06
modern-architecture,12,stylishnorrastudios,DZ0TBEsOgkU,3.7M,3700000,"The precise poetry of vertical scale, biophilic harmony, and panoramic sanctuary light. 📐🌿",https://www.instagram.com/reel/DZ0TBEsOgkU/,https://www.instagram.com/popular/modern-architecture/,r1_06
architecture-design,1,srmdesignhub,Db8jLrwIqs1,738K,738000,🏠 25' × 40' North-Facing 2BHK House Plan A compact and practical home design with proper room,https://www.instagram.com/reel/Db8jLrwIqs1/,https://www.instagram.com/popular/architecture-design/,r1_06
architecture-design,2,arch_.rama,DcWtqlvoXQq,278K,278000,What if the things we see every day could become spaces we live in?🤔 #architecture #interiordesign,https://www.instagram.com/reel/DcWtqlvoXQq/,https://www.instagram.com/popular/architecture-design/,r1_06
architecture-design,3,abby.architecture,Cl8TfGkJENr,1.2M,1200000,"I'm so relieved to be done with this project :,) also model was made with @sketchup_official and rendered",https://www.instagram.com/reel/Cl8TfGkJENr/,https://www.instagram.com/popular/architecture-design/,r1_06
architecture-design,4,andresnunezarquitectos,DcgmeFsxg2T,188K,188000,Casa Francis Condominio Hacienda Chicureo,https://www.instagram.com/reel/DcgmeFsxg2T/,https://www.instagram.com/popular/architecture-design/,r1_06
architecture-design,5,arc_dezine,DTc22z0EZwz,84.9K,84900,"The ""Thought"" behind the masterpiece✨ Architecture is where geometry meets emotion. From the dome sh",https://www.instagram.com/reel/DTc22z0EZwz/,https://www.instagram.com/popular/architecture-design/,r1_06
architecture-design,6,vkuoo,DYcHAzus4uG,292K,292000,🏗️✨ DESIGN 10 BUILDINGS IN 10 SECONDS? AI JUST REWROTE ARCHITECTURE. Same site. Infinite designs — all AI-gene,https://www.instagram.com/reel/DYcHAzus4uG/,https://www.instagram.com/popular/architecture-design/,r1_06
architecture-design,7,ms.josefine,DctfC47uMsN,683K,683000,Sadly it took a little bit longer 🤏🏻📐🪚✍🏻 #architecturedesign #architecture #modelling #architect #degree,https://www.instagram.com/reel/DctfC47uMsN/,https://www.instagram.com/popular/architecture-design/,r1_06
architecture-design,8,mikayla.deg,DbB5sVYI3j7,249K,249000,exploring architecture >> follow @mikayla.deg for more architecture and design content! #architecture,https://www.instagram.com/reel/DbB5sVYI3j7/,https://www.instagram.com/popular/architecture-design/,r1_06
architecture-design,9,kimiyarc,DA_euRjtll8,1.1M,1100000,-plan a: become a successful architect -plan b: plan a ✨ _______________________________,https://www.instagram.com/reel/DA_euRjtll8/,https://www.instagram.com/popular/architecture-design/,r1_06
architecture-design,10,sevenora.design,DbkDSq7xR__,1.6M,1600000,"For this project, our client envisioned a villa with the calm, immersive atmosphere of a resort. ⠀ That visi",https://www.instagram.com/reel/DbkDSq7xR__/,https://www.instagram.com/popular/architecture-design/,r1_06
architecture-design,11,muhammad_azhar_official,DbUqSgCtQO8,159K,159000,"We are a team of Architects and Engineers, Providing High Quality of work. 🏠Get your House design today ⌚",https://www.instagram.com/reel/DbUqSgCtQO8/,https://www.instagram.com/popular/architecture-design/,r1_06
architecture-design,12,arch_sana80,DUqko75iC1o,184K,184000,إخراج واجهة كلاسكية🤍 ريل قديم نحظر و بحبه ف رجعت نزلته🥹✨ #architecture #architect #reels #arch,https://www.instagram.com/reel/DUqko75iC1o/,https://www.instagram.com/popular/architecture-design/,r1_06
luxury-pool,1,envypoolsaz,DDZhNZ3JQAW,148K,148000,Chasing sunshine and unforgettable moments in an oasis of tranquility! 🧘🏝️,https://www.instagram.com/reel/DDZhNZ3JQAW/,https://www.instagram.com/popular/luxury-pool/,r1_06
luxury-pool,2,foxterradesign,DVEZqAaDwFM,954K,954000,A sunken fire pit INSIDE the pool? This is what happens when you take luxury to the next level,https://www.instagram.com/reel/DVEZqAaDwFM/,https://www.instagram.com/popular/luxury-pool/,r1_06
luxury-pool,3,luxquisit,DSYypOAjEEk,394K,394000,This Pool Feels Like a Dream,https://www.instagram.com/reel/DSYypOAjEEk/,https://www.instagram.com/popular/luxury-pool/,r1_06
luxury-pool,4,reschio,C9z7ny9syhE,18.8M,18800000,"In the intense summer heat, Reschio remains an oasis of serenity. The castle swimming pool, ben",https://www.instagram.com/reel/C9z7ny9syhE/,https://www.instagram.com/popular/luxury-pool/,r1_06
luxury-pool,5,lucaslagoons,C3ktMaosAXN,1.3M,1300000,"This tropical lagoon in Englewood, Florida, was designed to mimic an old Florida swimming hole.",https://www.instagram.com/reel/C3ktMaosAXN/,https://www.instagram.com/popular/luxury-pool/,r1_06
luxury-pool,6,coastlinepools_,DRKzQF8EhGK,222K,222000,Step into luxury living ✨ This modern pool is designed with every amenity you could dream of—sl,https://www.instagram.com/reel/DRKzQF8EhGK/,https://www.instagram.com/popular/luxury-pool/,r1_06
luxury-pool,7,neuraltransform,DVRdL5wkkIK,2.7M,2700000,They turned a desert hill into THIS?! #infinitypool #luxuryhome #outdoordesign #backyardgo,https://www.instagram.com/reel/DVRdL5wkkIK/,https://www.instagram.com/popular/luxury-pool/,r1_06
luxury-pool,8,tinylivingdesignsi,DVHZYaHDtWk,25.3K,25300,Watch an ultra-realistic cinematic timelapse of a futuristic alien-inspired swimming pool being,https://www.instagram.com/reel/DVHZYaHDtWk/,https://www.instagram.com/popular/luxury-pool/,r1_06
luxury-pool,9,benignitiles,DKCzq1ROSYc,2.9M,2900000,For you that doubt about the #luxuryglass #resistant of our #pools we wanted to try it out firs,https://www.instagram.com/reel/DKCzq1ROSYc/,https://www.instagram.com/popular/luxury-pool/,r1_06
luxury-pool,10,realtordenisbibik,DS47rSojdQ-,185K,185000,This is what slow living looks like Contact me for Real Estate in Miami @realtordenisbibik . .,https://www.instagram.com/reel/DS47rSojdQ-/,https://www.instagram.com/popular/luxury-pool/,r1_06
luxury-pool,11,poolicons,DWkhxVrD6V9,"8,076",8076,Night time beauty 🔥 #pool #pools #home #nighthome #luxuryhomes,https://www.instagram.com/reel/DWkhxVrD6V9/,https://www.instagram.com/popular/luxury-pool/,r1_06
luxury-pool,12,renovatemate,DXI12kqxCk1,1.4M,1400000,Early access for these pool link in bio. Hurry up and join. As we have limited pieces.,https://www.instagram.com/reel/DXI12kqxCk1/,https://www.instagram.com/popular/luxury-pool/,r1_06
indoor-pool,1,quaintandsimple,DFJrYmZJDx7,2.8M,2800000,Many of our evenings look like this even in the dead of winter. Frost and snow have no effect on this indoor pool!,https://www.instagram.com/reel/DFJrYmZJDx7/,https://www.instagram.com/popular/indoor-pool/,r1_06
indoor-pool,2,french_exterior,DNJNfzIIQir,828K,828000,And I will not settle for less 🌿🏊🏼‍♀️ By @french_exterior At @chateaudesannes,https://www.instagram.com/reel/DNJNfzIIQir/,https://www.instagram.com/popular/indoor-pool/,r1_06
indoor-pool,3,nataliefreeman_theavenue,C_ptUUoCiZs,14K,14000,"🔥👌How about THIS for an indoor pool/spa/entertaining area??! 😎This incredible space,comes complete with a hot tub",https://www.instagram.com/reel/C_ptUUoCiZs/,https://www.instagram.com/popular/indoor-pool/,r1_06
indoor-pool,4,unikoncept,DUJA4FvjbzA,10.5K,10500,"🤷🏻‍♀️Curious: If you were building a home from scratch, what's your must-have feature? A home spa was mine. 🧖‍♀️",https://www.instagram.com/reel/DUJA4FvjbzA/,https://www.instagram.com/popular/indoor-pool/,r1_06
indoor-pool,5,naturesms,C_0p78vSxYJ,334K,334000,NA,https://www.instagram.com/reel/C_0p78vSxYJ/,https://www.instagram.com/popular/indoor-pool/,r1_06
indoor-pool,6,swimply,DUjgIpWki_Z,206K,206000,"Indoor pool drop! 💜 With summer still month away, enjoy this warm indoor oasis 🏖 70 five-star reviews ⭐️",https://www.instagram.com/reel/DUjgIpWki_Z/,https://www.instagram.com/popular/indoor-pool/,r1_06
indoor-pool,7,quaintandsimple,C7kFiXgPyUM,806K,806000,"The answer…. Priceless. In all honesty, this pool made us go over budget on our house but it truly is one of the most",https://www.instagram.com/reel/C7kFiXgPyUM/,https://www.instagram.com/popular/indoor-pool/,r1_06
indoor-pool,8,skyviewexperts,C2Uyw2ArW6H,1.6M,1600000,"One of the wildest indoor pools you'll ever see! Has two pools, a jacuzzi, slide, and a waterfall 🤯",https://www.instagram.com/reel/C2Uyw2ArW6H/,https://www.instagram.com/popular/indoor-pool/,r1_06
indoor-pool,9,shltr,DMa_j3noxyi,55.4K,55400,"A quick dip in this breathtaking indoor pool, anyone? 💦 ✨ Via @uniqchalets",https://www.instagram.com/reel/DMa_j3noxyi/,https://www.instagram.com/popular/indoor-pool/,r1_06
indoor-pool,10,the_morsia_home,DDeyt3kteft,79.1K,79100,Literally hanging out too with the hang tough rings 😂 The details: Interiors @seabrook_studio Architecture: @frame__architects,https://www.instagram.com/reel/DDeyt3kteft/,https://www.instagram.com/popular/indoor-pool/,r1_06
indoor-pool,11,tinylivingdesignsi,DTs_-VRkZb0,726K,726000,From Empty Pavilion to a Breathtaking Indoor Beach ! #IndoorPool #LuxuryDesign #NaturalShoreline #IndoorOasis,https://www.instagram.com/reel/DTs_-VRkZb0/,https://www.instagram.com/popular/indoor-pool/,r1_06
indoor-pool,12,allthingshomestyle,DJhEk3xKiUM,"2,415",2415,Disappearing indoor pool 🏊. #indoorpool #homepool #indoorswimmingpool #pooldesigner #swimmingpooldesign,https://www.instagram.com/reel/DJhEk3xKiUM/,https://www.instagram.com/popular/indoor-pool/,r1_06
rooftop-pool,1,nouxri,DR0Avs-CHmX,452K,452000,The rooftop pool at @thelanadubai 😍 #dubai,https://www.instagram.com/reel/DR0Avs-CHmX/,https://www.instagram.com/popular/rooftop-pool/,r1_06
rooftop-pool,2,nhcollectiondubaithepalm,C89zm-QIPKo,268K,268000,"Tranquil escapes begin at our rooftop pool, where the skyline stretches endlessly, offering a panorama",https://www.instagram.com/reel/C89zm-QIPKo/,https://www.instagram.com/popular/rooftop-pool/,r1_06
rooftop-pool,3,tinkerbelltik,DWUBLCLDHqT,57K,57000,Do you agree?💙 📍AURA Sky Pool 🇦🇪 #summer #viralreels #luxurytravel,https://www.instagram.com/reel/DWUBLCLDHqT/,https://www.instagram.com/popular/rooftop-pool/,r1_06
rooftop-pool,4,takemyhearteverywhere,DJpBbibIpzQ,217K,217000,Our favorite rooftop pool in Dubai 💧 @highsocietyatthelana feels like a secret spot above the city,https://www.instagram.com/reel/DJpBbibIpzQ/,https://www.instagram.com/popular/rooftop-pool/,r1_06
